unique_id,semester,time,consent_pre,plan,level,english_first_language,reading_ability,writing_ability,prior_bio,age,race_complete,gender_complete,PELL_complete,sbu_admit_type_category,citizenship,country_citizenship,family_income,first_generation,high_school_gpa_band,high_school_gpa,cum_college_gpa,PlacementMathScore,PlacementWritingScore,SAT1600Score,SATMathScore,SATVerbalScore,SATWritingScore,SATEssayScore,SATCompScore,cins_01,cins_02,cins_03,cins_04,cins_05,cins_06,cins_07,cins_08,cins_09,cins_10,cins_11,cins_12,cins_13,cins_14,cins_15,cins_16,cins_17,cins_18,cins_19,cins_20,cins_total_pre,cans_01,cans_02,cans_03,cans_04,cans_05,cans_06,cans_07,cans_08,cans_09,cans_10,cans_11,cans_12,cans_13,cans_14,cans_15,cans_16,cans_17,cans_18,cans_19,cans_20,cans_21,cans_22,cans_23,cans_24,cans_total_pre
F19_234,F19,pre,I consent.,1,3,2,4,3,2,19,Asian,1,1,New,Naturalized,Chi,"$15,000-29,999",,95 - 100,96,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,14
F19_180,F19,pre,I consent.,1,4,1,5,5,2,19,,0,1,New,Naturalized,Unknown,NA,Y,90 - 94.9,92,3.25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,14
F19_051,F19,pre,I consent.,3,3,2,4,4,0,19,Hispanic of any race,0,1,New,Alien Permanent,Honduras,"$0-14,999",,90 - 94.9,91,,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
F19_261,F19,pre,I consent.,2,3,1,5,5,0,19,White,0,0,New,Native,United States,NA,Y,90 - 94.9,93,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5
F19_142,F19,pre,I consent.,3,3,1,4,4,2,19,Asian,0,1,New,Native,United States,NA,Y,95 - 100,96,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,7
F19_063,F19,pre,I consent.,1,4,1,3,3,2,18,White,0,1,New,Native,United States,NA,Y,95 - 100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5
F19_232,F19,pre,I consent.,2,3,2,3,3,0,19,Asian,0,0,New,Alien Temporary,Chi,NA,N,90 - 94.9,91,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,8
F19_394,F19,pre,I consent.,1,3,1,5,5,2,19,White,0,1,New,Native,United States,NA,N,90 - 94.9,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,12
F19_433,F19,pre,I consent.,2,3,1,5,5,0,19,White,0,0,New,Native,United States,NA,N,95 - 100,96,,3,,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,9
F19_472,F19,pre,I consent.,1,3,1,4,4,2,18,Asian,0,0,New,Native,United States,NA,N,95 - 100,96,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,14
F19_470,F19,pre,I consent.,3,3,1,5,5,2,19,White,0,0,New,Native,United States,NA,Y,95 - 100,97,,4,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,12
F19_110,F19,pre,I consent.,1,4,2,2,2,2,19,Asian,1,1,New,Naturalized,Unknown,NA,Y,90 - 94.9,93,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,7
F19_263,F19,pre,I consent.,1,3,1,5,5,2,19,White,0,1,New,Native,United States,NA,Y,95 - 100,99,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4
F19_132,F19,pre,I consent.,2,4,1,5,5,2,19,Asian,1,0,New,Native,United States,NA,N,95 - 100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,15
F19_156,F19,pre,I consent.,3,3,2,5,5,2,18,Asian,0,0,New,Alien Permanent,India,NA,N,95 - 100,95,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
F19_040,F19,pre,I consent.,1,3,2,2,2,2,19,Asian,1,1,New,Alien Permanent,Chi,"$15,000-29,999",,95 - 100,95,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,10
F19_409,F19,pre,I consent.,2,3,1,4,4,2,19,White,0,0,New,Native,United States,NA,N,95 - 100,96,,4,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,8
F19_376,F19,pre,I consent.,2,3,2,5,4,0,18,Asian,1,1,New,Native,United States,NA,Y,95 - 100,95,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
F19_030,F19,pre,I consent.,2,3,1,5,5,0,19,White,1,0,New,Native,United States,NA,N,95 - 100,96,,3,,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,14
F19_321,F19,pre,I consent.,1,3,1,5,5,2,19,White,1,1,New,Native,United States,NA,N,95 - 100,95,,4,,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,15
F19_362,F19,pre,I consent.,1,3,1,4,3,2,19,Asian,0,1,New,Native,United States,NA,Y,85 - 89.9,87,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,15
F19_231,F19,pre,I consent.,1,3,2,2,1,2,18,Asian,0,1,New,Alien Permanent,Chi,"$15,000-29,999",,95 - 100,99,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,11
F19_256,F19,pre,I consent.,2,3,1,4,4,0,18,Hispanic of any race,0,1,New,Native,United States,NA,N,95 - 100,97,,3,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,16
F19_237,F19,pre,I consent.,1,4,1,3,3,3,19,Asian,0,1,New,Native,United States,NA,Y,95 - 100,99,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,9
F19_349,F19,pre,I consent.,1,3,1,5,5,2,18,Asian,0,0,New,Native,United States,NA,Y,90 - 94.9,93,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,8
F19_380,F19,pre,I consent.,1,3,2,5,5,2,19,White,0,0,New,Native,United States,NA,N,90 - 94.9,93,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,15
F19_275,F19,pre,I consent.,1,3,1,5,4,3,18,White,1,0,New,Native,United States,"105,000-124,999",,90 - 94.9,92,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,18
F19_249,F19,pre,I consent.,3,3,1,5,5,0,19,Black/African American,0,1,New,Native,United States,NA,Y,85 - 89.9,86,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4
F19_169,F19,pre,I consent.,1,4,2,3,4,2,19,Hispanic of any race,1,0,New,Undocumented Alien,Peru,NA,Y,95 - 100,96,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,7
F19_213,F19,pre,I consent.,1,3,1,5,4,2,19,White,1,0,New,Native,United States,NA,N,95 - 100,98,,3,,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,17
F19_330,F19,pre,I consent.,3,3,1,4,4,0,19,White,1,0,New,Native,United States,NA,N,90 - 94.9,93,,4,,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,12
F19_254,F19,pre,I do not consent.,2,4,1,3,3,3,19,White,1,0,New,Native,United States,NA,N,90 - 94.9,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,19
F19_257,F19,pre,I consent.,2,4,1,5,5,0,19,Asian,0,1,New,Native,United States,NA,Y,95 - 100,99,4,3,,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6
F19_281,F19,pre,I consent.,2,3,1,4,5,2,18,White,1,0,New,Native,United States,NA,N,95 - 100,97,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21
F19_379,F19,pre,I consent.,2,3,1,4,4,0,19,Asian,0,1,New,Native,United States,NA,Y,90 - 94.9,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
F19_435,F19,pre,I consent.,1,3,2,5,5,2,19,Hispanic of any race,0,1,New,Native,United States,NA,Y,95 - 100,99,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,12
F19_258,F19,pre,I consent.,1,3,1,4,4,2,19,White,0,1,New,Native,United States,NA,Y,95 - 100,99,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,18
F19_052,F19,pre,I consent.,1,3,1,5,4,3,18,White,0,0,New,Native,United States,NA,N,95 - 100,97,,3,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,8
F19_412,F19,pre,I consent.,1,3,1,5,5,2,19,Asian,0,1,New,Native,United States,NA,Y,95 - 100,99,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,10
F19_417,F19,pre,I consent.,3,3,1,4,4,0,18,Hispanic of any race,1,1,New,Native,United States,"$15,000-29,999",,85 - 89.9,87,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,11
F19_216,F19,pre,I consent.,1,4,1,2,3,2,19,Asian,0,1,New,Native,United States,"$30,000-44,999",,95 - 100,99,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6
F19_487,F19,pre,I consent.,2,4,3,2,2,0,19,Asian,1,1,New,Native,United States,NA,Y,90 - 94.9,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,11
F19_080,F19,pre,I consent.,1,5,2,5,5,2,19,Asian,0,1,New,Native,United States,NA,N,90 - 94.9,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
F19_374,F19,pre,I consent.,1,3,2,3,3,0,19,Asian,1,1,New,Alien Permanent,Chi,NA,Y,90 - 94.9,94,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,7
F19_466,F19,pre,I consent.,1,3,1,5,5,2,18,Asian,0,0,New,Native,United States,NA,N,90 - 94.9,94,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,9
F19_174,F19,pre,I consent.,3,3,1,3,3,2,19,Hispanic of any race,1,1,New,Native,United States,"$30,000-44,999",,80 - 84.9,82,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,6
F19_068,F19,pre,I consent.,1,3,3,5,4,2,18,White,1,0,Transfer,Native,United States,"$185,000+",N,Unknown,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,16
F19_404,F19,pre,I consent.,1,3,2,3,3,2,19,Asian,0,0,New,Native,United States,NA,Y,95 - 100,96,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11
F19_178,F19,pre,I consent.,1,3,1,5,4,2,19,White,0,0,Transfer,Native,United States,"$185,000+",N,Unknown,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,17
F19_273,F19,pre,I consent.,2,3,1,5,5,2,18,Hispanic of any race,1,0,New,Native,United States,NA,N,95 - 100,99,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,18
F19_141,F19,pre,I consent.,2,3,1,4,3,2,18,Asian,0,1,New,Native,United States,NA,Y,95 - 100,95,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,20
F19_202,F19,pre,I consent.,2,4,1,5,5,2,19,White,1,0,New,Native,United States,NA,N,95 - 100,96,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,9
F19_352,F19,pre,I consent.,1,3,1,5,5,2,19,White,1,1,New,Native,United States,NA,Y,95 - 100,99,,,,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,14
F19_351,F19,pre,I consent.,2,3,1,5,5,0,18,White,0,0,New,Native,United States,NA,Y,90 - 94.9,94,,3,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,16
F19_335,F19,pre,I consent.,3,3,1,4,4,3,19,Asian,0,1,Other,Native,United States,"$15,000-29,999",,95 - 100,95,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,11
F19_468,F19,pre,I consent.,1,3,1,4,4,2,19,White,1,1,New,Native,United States,NA,Y,95 - 100,99,,4,,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,23
F19_414,F19,pre,I consent.,2,3,1,5,5,0,19,White,1,0,New,Native,United States,NA,N,95 - 100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,13
F19_215,F19,pre,I consent.,1,3,2,3,3,2,19,Asian,1,1,New,Alien Permanent,Chi,NA,Y,95 - 100,95,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,9
F19_144,F19,pre,I consent.,1,3,1,5,5,2,19,Hispanic of any race,0,1,New,Native,United States,NA,Y,95 - 100,99,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,12
F19_014,F19,pre,I consent.,3,4,2,4,3,2,19,Asian,0,0,Other,Native,United States,NA,N,95 - 100,95,,,,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,8
F19_199,F19,pre,I consent.,2,3,1,5,5,2,19,,0,0,New,Native,United States,NA,N,95 - 100,99,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10
F19_147,F19,pre,I consent.,3,4,1,5,5,2,19,White,1,1,New,Native,United States,NA,Y,95 - 100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,12
F19_081,F19,pre,I consent.,2,3,1,4,4,0,19,Asian,1,0,New,Native,United States,NA,N,95 - 100,99,,6,,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,10
F19_385,F19,pre,I consent.,2,4,2,2,3,2,18,Asian,0,0,New,Native,United States,"$65,000-84,999",,95 - 100,99,,6,4,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
F19_129,F19,pre,I consent.,2,3,1,5,5,2,19,Asian,1,1,New,Native,United States,"$30,000-44,999",,90 - 94.9,90,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5
F19_111,F19,pre,I consent.,2,3,2,1,1,2,19,Asian,0,1,New,Native,United States,NA,Y,95 - 100,96,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,9
F19_266,F19,pre,I consent.,2,3,1,5,5,2,18,White,1,0,New,Native,United States,NA,N,90 - 94.9,94,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5
F19_421,F19,pre,I consent.,2,3,1,5,4,0,19,White,0,0,New,Native,United States,NA,N,95 - 100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7
F19_348,F19,pre,I consent.,1,3,2,4,3,2,19,Asian,0,1,New,Naturalized,Unknown,NA,Y,95 - 100,96,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
F19_329,F19,pre,I consent.,1,3,2,3,2,2,19,Asian,0,0,New,Alien Temporary,Chi,NA,N,95 - 100,95,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,7
F19_284,F19,pre,I consent.,2,4,1,3,3,2,19,Asian,1,0,New,Native,United States,NA,N,90 - 94.9,93,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,15
F19_378,F19,pre,I consent.,1,3,1,4,4,0,19,Asian,0,1,New,Native,United States,NA,Y,90 - 94.9,94,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5
F19_318,F19,pre,I consent.,1,3,3,3,4,2,19,Asian,1,1,New,Native,United States,NA,N,95 - 100,97,,4,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,17
F19_363,F19,pre,I consent.,1,3,1,5,5,2,18,White,0,0,New,Native,United States,NA,N,90 - 94.9,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7
F19_059,F19,pre,I consent.,1,3,1,5,5,0,19,Asian,1,1,New,Native,United States,NA,Y,90 - 94.9,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
F19_297,F19,pre,I consent.,1,3,1,5,5,2,20,White,0,0,New,Native,United States,NA,Y,90 - 94.9,94,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10
F19_212,F19,pre,I consent.,1,4,1,5,5,3,19,White,1,1,New,Native,United States,NA,N,95 - 100,96,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,9
F19_045,F19,pre,I consent.,2,4,1,5,5,2,19,,1,0,New,Native,United States,NA,N,95 - 100,99,,,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,19
F19_446,F19,pre,I consent.,2,3,1,5,5,0,19,Asian,0,0,New,Native,United States,NA,N,95 - 100,99,,8,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,16
F19_450,F19,pre,I consent.,1,3,2,3,3,3,19,Asian,1,1,Transfer,Native,United States,"$30,000-44,999",Y,95 - 100,96,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,8
F19_328,F19,pre,I consent.,1,3,2,2,1,2,21,Asian,0,0,New,Alien Permanent,Chi,NA,Y,90 - 94.9,93,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,18
F19_411,F19,pre,I consent.,1,4,2,5,5,2,19,Black/African American,0,1,New,Native,United States,NA,N,95 - 100,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,6
F19_389,F19,pre,I consent.,1,3,1,5,5,3,19,Asian,1,1,New,Native,United States,NA,N,95 - 100,95,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,23
F19_270,F19,pre,I consent.,2,4,1,5,5,2,19,White,0,1,New,Native,United States,NA,N,95 - 100,96,,5,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,19
F19_429,F19,pre,I consent.,2,3,2,5,5,2,18,White,0,0,New,Native,United States,NA,Y,95 - 100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,6
F19_189,F19,pre,I consent.,1,3,2,4,4,2,19,Asian,0,0,New,Native,United States,NA,N,90 - 94.9,94,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,10
F19_179,F19,pre,I consent.,1,2,1,5,5,0,19,Asian,1,0,New,Alien Temporary,Sri Lanka,NA,Y,90 - 94.9,92,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,7
F19_285,F19,pre,I consent.,1,3,2,5,5,2,18,Asian,0,1,New,Native,United States,NA,N,95 - 100,99,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,7
F19_444,F19,pre,I consent.,2,3,1,3,3,0,18,White,1,1,New,Native,United States,NA,N,95 - 100,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,16
F19_332,F19,pre,I consent.,2,3,1,5,4,0,19,White,0,0,New,Native,United States,NA,N,90 - 94.9,92,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5
F19_290,F19,pre,I consent.,2,3,2,3,3,2,19,Asian,0,1,Transfer,Alien Permanent,Dominican Republic,"$30,000-44,999",Y,95 - 100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,14
F19_383,F19,pre,I consent.,3,3,1,5,5,0,19,White,1,0,New,Native,United States,NA,N,90 - 94.9,93,3.84,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,16
F19_269,F19,pre,I consent.,2,3,1,4,5,0,19,White,0,0,New,Native,United States,NA,N,90 - 94.9,92,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,19
F19_271,F19,pre,I consent.,1,3,1,5,5,2,19,White,0,1,New,Native,United States,NA,Y,95 - 100,96,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,9
