unique_id,semester,time,consent_pre,plan,level,english_first_language,reading_ability,writing_ability,prior_bio,age,race_complete,gender_complete,PELL_complete,sbu_admit_type_category,citizenship,country_citizenship,family_income,first_generation,high_school_gpa_band,high_school_gpa,cum_college_gpa,PlacementMathScore,PlacementWritingScore,SAT1600Score,SATMathScore,SATVerbalScore,SATWritingScore,SATEssayScore,SATCompScore,cins_01,cins_02,cins_03,cins_04,cins_05,cins_06,cins_07,cins_08,cins_09,cins_10,cins_11,cins_12,cins_13,cins_14,cins_15,cins_16,cins_17,cins_18,cins_19,cins_20,cins_total_pre,cans_01,cans_02,cans_03,cans_04,cans_05,cans_06,cans_07,cans_08,cans_09,cans_10,cans_11,cans_12,cans_13,cans_14,cans_15,cans_16,cans_17,cans_18,cans_19,cans_20,cans_21,cans_22,cans_23,cans_24,cans_total_pre
F15_079,F15,pre,I consent.,1,3,1,5,5,2,19,Asian,1,0,New,Native,United States,NA,N,95 - 100,99,,,,1320,690,630,670,8,1320,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
F15_033,F15,pre,I consent.,2,3,1,5,5,0,19,White,0,0,New,Native,United States,NA,N,95 - 100,99,,3,,1160,,,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_295,F15,pre,I consent.,1,3,1,5,4,3,19,White,1,0,New,Native,United States,NA,N,90 - 94.9,91,2.95,,,1280,640,590,510,8,1230,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
F15_149,F15,pre,I consent.,1,4,1,5,5,2,19,White,0,0,New,Native,United States,NA,N,90 - 94.9,90,3.8,,,1350,650,600,560,9,1250,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
F15_285,F15,pre,I consent.,1,3,1,4,5,2,19,,1,0,New,Alien Permanent,Iran (Islamic Republic Of),NA,N,90 - 94.9,94,,5,,1170,650,520,570,8,1170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
F15_225,F15,pre,I consent.,3,4,1,3,0,0,21,Asian,1,1,Transfer,Alien Permanent,India,NA,,NA,,3.32,2.5,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
F15_191,F15,pre,I consent.,1,3,1,3,4,3,19,Asian,0,0,Transfer,Native,United States,NA,N,95 - 100,96,,4,,1330,660,670,700,10,1330,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_337,F15,pre,I consent.,3,3,2,2,2,0,21,Asian,0,0,New,Alien Permanent,Chi,"$15,000-29,999",,90 - 94.9,93,,,,1420,700,720,670,9,1420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
F15_018,F15,pre,I consent.,1,3,1,5,5,0,19,White,0,0,Transfer,Native,United States,NA,Y,NA,,3.4,2,,1050,480,570,560,8,1050,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,
F15_014,F15,pre,I consent.,2,3,1,4,4,1,19,Hispanic of any race,0,0,New,Native,United States,NA,N,90 - 94.9,93,,7,,1320,720,600,610,8,1320,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_097,F15,pre,I consent.,2,3,1,4,4,1,19,White,0,0,Other,Native,United States,NA,Y,90 - 94.9,93,,2,,1200,590,610,620,8,1200,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,
F15_243,F15,pre,I consent.,2,3,1,5,5,2,19,White,0,1,New,Native,United States,NA,Y,95 - 100,97,,5,,1280,670,610,690,10,1280,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
F15_161,F15,pre,I consent.,1,3,1,5,2,2,19,White,0,0,New,Native,United States,NA,N,90 - 94.9,93,,3,,1320,,,,,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_301,F15,pre,I consent.,2,3,2,4,4,0,19,Hispanic of any race,1,0,New,Native,United States,NA,N,90 - 94.9,93,,4,,1210,640,570,580,8,1210,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,
F15_002,F15,pre,I consent.,1,3,1,5,5,1,19,White,1,1,New,Native,United States,"$65,000-84,999",,95 - 100,95,3.5,2.5,,1240,600,550,570,8,1150,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_151,F15,pre,I consent.,2,3,1,5,4,0,19,,0,1,New,Native,United States,NA,Y,85 - 89.9,88,,3,,1300,640,660,630,,1300,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_274,F15,pre,I consent.,1,4,1,5,5,2,19,Asian,0,0,New,Native,United States,NA,N,95 - 100,99,,,,1400,710,690,710,10,1400,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
F15_049,F15,pre,I consent.,2,3,2,4,4,0,19,White,1,0,New,Native,United States,NA,Y,90 - 94.9,90,,4,,1220,630,590,690,9,1220,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,
F15_264,F15,pre,I consent.,3,3,2,5,5,2,19,Hispanic of any race,0,1,New,Naturalized,Pama,"$0-14,999",,90 - 94.9,91,,6,3,1070,620,450,470,,1070,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,
F15_083,F15,pre,I consent.,2,3,1,5,5,0,18,Asian,1,0,New,Native,United States,NA,N,90 - 94.9,92,,,,1210,610,600,560,8,1210,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
F15_354,F15,pre,I consent.,1,3,3,5,5,2,19,Asian,1,1,New,Native,United States,NA,N,90 - 94.9,91,,4,,1350,760,590,710,10,1350,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_332,F15,pre,I consent.,2,4,1,4,4,3,18,White,1,0,New,Native,United States,NA,N,95 - 100,99,,,,1450,770,680,670,9,1450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
F15_099,F15,pre,I consent.,2,3,1,4,4,1,19,White,1,1,New,Naturalized,Italy,NA,N,95 - 100,97,,4,,1240,610,540,620,10,1150,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_031,F15,pre,I consent.,2,3,2,3,3,0,18,Hispanic of any race,0,1,New,Native,United States,"$15,000-29,999",,90 - 94.9,92,,7,3,1080,620,460,440,8,1080,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_199,F15,pre,I consent.,2,3,1,3,5,1,19,Asian,1,0,New,Native,United States,"$85,000-104,999",,90 - 94.9,93,,3,,1220,650,570,710,10,1220,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_323,F15,pre,I consent.,1,3,1,3,3,0,19,Hispanic of any race,1,1,Other,Native,United States,"$30,000-44,999",Y,90 - 94.9,91,3.13,,,1060,530,530,540,8,1060,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_235,F15,pre,I consent.,1,4,1,5,5,3,19,White,0,0,New,Native,United States,NA,N,95 - 100,99,,3,,1400,660,740,730,10,1400,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,
F15_275,F15,pre,I consent.,1,4,1,5,5,2,19,Asian,0,0,New,Native,United States,NA,N,95 - 100,98,,,,1270,640,630,670,11,1270,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
F15_080,F15,pre,I consent.,1,3,2,4,5,3,18,Asian,1,0,New,Alien Permanent,India,NA,N,90 - 94.9,94,4,5,,1250,670,580,530,6,1250,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,
F15_089,F15,pre,I consent.,2,3,1,5,5,1,19,Asian,0,0,New,Native,United States,NA,N,90 - 94.9,94,,,,1180,610,570,490,7,1180,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
F15_162,F15,pre,I consent.,2,3,1,4,4,0,18,White,1,0,Transfer,Native,United States,NA,N,75 - 79.9,79,3.22,3,,1170,580,590,640,6,1170,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,
F15_145,F15,pre,I consent.,1,4,1,5,5,3,18,Asian,0,0,New,Native,United States,NA,N,95 - 100,99,,,,1360,670,690,720,10,1360,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_128,F15,pre,I consent.,3,3,1,5,5,0,19,Asian,0,0,New,Native,United States,NA,N,95 - 100,98,,6,,1370,660,710,760,8,1370,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
F15_012,F15,pre,I consent.,1,4,1,5,5,3,18,Asian,0,0,New,Native,United States,NA,N,95 - 100,99,,,,1530,670,720,700,,1390,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_124,F15,pre,I consent.,2,3,1,5,5,2,19,White,1,0,New,Native,United States,NA,Y,95 - 100,99,3.2,4,,1160,580,580,540,8,1160,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,
F15_073,F15,pre,I consent.,1,3,1,4,4,3,19,White,0,1,New,Native,United States,NA,N,95 - 100,99,,3,,1220,570,650,570,10,1220,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,
F15_017,F15,pre,I consent.,1,2,1,5,5,0,17,Black/African American,0,0,New,Native,United States,NA,N,90 - 94.9,92,,4,,1420,660,760,680,9,1420,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
F15_359,F15,pre,I consent.,2,3,3,2,2,0,19,Asian,1,0,New,Alien Temporary,Chi,NA,N,90 - 94.9,90,,,,1150,570,580,540,6,1150,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,
F15_338,F15,pre,I consent.,2,3,2,4,4,0,21,Asian,0,0,New,Alien Temporary,Chi,NA,N,95 - 100,95,,,3,,,,,,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,
F15_259,F15,pre,I consent.,1,3,1,4,4,0,19,Asian,1,0,New,Native,United States,"$65,000-84,999",,90 - 94.9,91,,3,,1350,700,610,730,8,1310,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_119,F15,pre,I consent.,2,3,1,5,4,0,19,White,0,0,New,Native,United States,NA,N,95 - 100,97,,3,,1200,550,640,530,8,1190,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_334,F15,pre,I consent.,2,3,2,3,3,1,18,Asian,0,0,Transfer,Native,United States,NA,Y,90 - 94.9,92,,,4,1250,,,,,,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_078,F15,pre,I consent.,2,3,1,5,5,0,19,Black/African American,0,1,New,Native,United States,NA,Y,85 - 89.9,89,,5,,1240,670,570,640,10,1240,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_247,F15,pre,I consent.,3,3,1,4,4,0,19,Hispanic of any race,1,1,New,Native,United States,"$30,000-44,999",,80 - 84.9,84,,5,,1140,570,570,500,7,1140,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_177,F15,pre,I consent.,1,3,1,4,4,0,19,White,1,0,New,Native,United States,NA,N,95 - 100,99,,6,,1350,,,,,,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_216,F15,pre,I consent.,1,3,1,2,2,3,18,Black/African American,0,0,New,Alien Permanent,Jamaica,NA,N,95 - 100,98,,4,,1220,600,620,550,9,1220,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_223,F15,pre,I consent.,2,4,1,5,5,2,18,White,0,0,New,Native,United States,NA,N,95 - 100,99,,5,,1350,,,,,,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_150,F15,pre,I consent.,2,4,1,5,5,1,19,White,0,1,New,Native,United States,NA,N,95 - 100,97,3.1,2.5,,1190,580,610,590,8,1190,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_213,F15,pre,I consent.,1,3,1,5,5,0,18,White,1,1,New,Native,United States,"$65,000-84,999",,90 - 94.9,92,,3,,1210,600,610,610,9,1210,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,
F15_311,F15,pre,I consent.,2,4,1,5,5,0,18,Asian,1,0,New,Native,United States,NA,N,95 - 100,99,4,,,1440,710,730,650,9,1440,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,
F15_219,F15,pre,I consent.,2,4,1,5,5,1,18,White,0,0,New,Native,United States,NA,N,90 - 94.9,94,2.5,2,,1240,590,560,650,,1150,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_321,F15,pre,I consent.,2,3,2,3,3,0,20,Asian,0,0,New,Naturalized,Unknown,NA,N,95 - 100,97,,5,,1220,690,530,630,9,1220,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
F15_154,F15,pre,I consent.,1,4,1,5,5,3,18,Asian,1,0,New,Native,United States,NA,N,90 - 94.9,93,,,,1280,640,640,580,8,1280,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
F15_008,F15,pre,I consent.,2,3,1,4,3,2,19,Asian,1,0,New,Native,United States,NA,Y,85 - 89.9,86,,3,,1380,700,680,570,8,1380,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
F15_360,F15,pre,I consent.,2,3,1,5,5,0,18,Asian,0,1,New,Naturalized,Unknown,NA,Y,85 - 89.9,88,,3,,1300,640,660,680,9,1300,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_253,F15,pre,I consent.,1,3,2,3,3,1,19,Asian,0,0,New,Native,United States,NA,N,90 - 94.9,92,,2,,1280,580,700,650,8,1280,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,
F15_229,F15,pre,I consent.,1,3,1,4,4,3,19,White,1,1,New,Native,United States,NA,N,90 - 94.9,94,,9,,1380,730,650,610,8,1380,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_250,F15,pre,I consent.,2,3,1,5,5,0,19,White,0,0,New,Native,United States,NA,N,95 - 100,98,,3,,1150,580,570,580,10,1150,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_189,F15,pre,I consent.,2,2,2,5,5,0,19,Asian,0,0,New,Native,United States,NA,Y,85 - 89.9,88,,5,,1240,720,520,690,10,1240,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_362,F15,pre,I consent.,1,4,3,2,2,1,19,Asian,0,1,New,Native,United States,NA,Y,90 - 94.9,94,3.32,,,1210,620,590,560,8,1210,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_190,F15,pre,I consent.,1,3,2,4,4,3,18,Asian,1,1,New,Native,United States,NA,Y,85 - 89.9,89,,7,,1360,690,670,640,9,1360,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_198,F15,pre,I consent.,1,2,2,5,3,0,20,Asian,0,0,New,Alien Temporary,"Taiwan, Province of Chi",NA,Y,85 - 89.9,88,,,,1090,620,470,500,8,1090,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_160,F15,pre,I consent.,2,3,1,5,5,0,19,Asian,0,1,New,Native,United States,NA,Y,90 - 94.9,93,3.35,4,,1300,620,680,630,8,1300,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_183,F15,pre,I consent.,1,4,2,5,5,3,19,Asian,1,1,New,Native,United States,NA,Y,90 - 94.9,92,,,,1390,760,630,670,10,1390,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,
F15_300,F15,pre,I consent.,3,3,2,2,2,0,19,Asian,1,1,New,Naturalized,Italy,NA,Y,85 - 89.9,89,,7,,1320,710,610,700,8,1320,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,
F15_344,F15,pre,I consent.,3,3,2,5,4,2,19,Hispanic of any race,0,0,New,Native,United States,NA,N,90 - 94.9,91,,6,,1360,770,590,630,9,1360,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_296,F15,pre,I consent.,1,4,2,4,4,2,18,Asian,0,0,Other,Native,United States,NA,N,95 - 100,99,,7,,1290,620,670,640,9,1290,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,
F15_322,F15,pre,I consent.,1,3,1,5,4,0,19,White,0,0,New,Native,United States,NA,Y,90 - 94.9,92,,3,,1190,650,540,540,8,1190,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_339,F15,pre,I consent.,1,3,1,4,4,2,18,Asian,0,1,New,Native,United States,NA,Y,95 - 100,95,,,,1240,690,550,600,10,1240,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,
F15_156,F15,pre,I consent.,3,3,3,2,2,0,19,Asian,0,0,New,Alien Temporary,"Korea, Republic of",NA,N,90 - 94.9,92,,3,2,1050,660,390,480,9,1050,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
F15_127,F15,pre,I consent.,2,3,2,3,3,0,19,Asian,1,0,New,Alien Temporary,Chi,NA,Y,90 - 94.9,90,,,,1200,680,520,480,8,1200,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_046,F15,pre,I consent.,3,2,2,2,2,0,19,Asian,1,0,New,Alien Temporary,Chi,NA,N,85 - 89.9,89,,4,2,1190,780,410,490,8,1190,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_048,F15,pre,I consent.,1,3,1,5,5,2,19,Hispanic of any race,1,0,New,Native,United States,NA,Y,90 - 94.9,94,,4,,1260,630,630,570,8,1260,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_341,F15,pre,I consent.,1,3,1,2,2,3,19,Asian,0,0,New,Native,United States,NA,Y,95 - 100,95,,7,,1360,750,610,670,9,1360,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_157,F15,pre,I consent.,2,3,2,3,4,2,20,Asian,1,1,New,Alien Permanent,"Korea, Republic of",NA,Y,90 - 94.9,90,,3,,1470,800,670,760,9,1470,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
F15_011,F15,pre,I consent.,1,3,1,5,5,0,19,White,0,0,New,Native,United States,NA,N,95 - 100,97,4,,,1340,680,660,710,10,1340,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,
F15_234,F15,pre,I consent.,1,3,1,5,5,2,19,White,0,0,New,Native,United States,NA,Y,90 - 94.9,94,,4,,1270,640,630,610,8,1270,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_284,F15,pre,I consent.,3,3,1,4,4,0,19,,1,0,New,Alien Temporary,India,NA,N,90 - 94.9,90,,,,1250,680,570,590,9,1250,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_063,F15,pre,I consent.,1,3,2,2,3,3,19,Asian,0,0,New,Alien Temporary,"Korea, Republic of",NA,N,85 - 89.9,88,,,,1180,710,470,530,8,1180,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_027,F15,pre,I consent.,2,3,1,5,4,0,19,White,1,0,New,Native,United States,NA,N,85 - 89.9,86,,3,,1120,580,540,580,9,1120,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_115,F15,pre,I consent.,1,3,2,4,3,2,19,Asian,0,0,New,Alien Temporary,Chi,NA,Y,90 - 94.9,90,,5,,1350,730,620,570,7,1350,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,
F15_351,F15,pre,I consent.,1,3,1,4,4,2,18,White,1,0,Transfer,Native,United States,"105,000-124,999",N,90 - 94.9,94,4,,,1280,670,600,560,8,1270,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
F15_110,F15,pre,I consent.,2,3,1,5,4,0,18,White,1,0,New,Native,United States,NA,N,90 - 94.9,90,,3,,1230,600,630,580,9,1230,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
F15_336,F15,pre,I consent.,1,3,1,2,3,2,20,Asian,0,1,New,Native,United States,NA,Y,90 - 94.9,92,,4,,1200,650,550,510,8,1200,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
F15_335,F15,pre,I consent.,1,3,1,5,2,2,19,Asian,1,0,New,Native,United States,NA,Y,90 - 94.9,94,,,,1490,700,790,720,11,1490,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
F15_267,F15,pre,I consent.,1,3,1,5,5,3,18,Asian,0,1,New,Naturalized,Bangladesh,NA,N,90 - 94.9,92,,5,,1390,740,650,630,9,1390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
F15_065,F15,pre,I consent.,2,3,2,2,1,0,21,Asian,1,0,New,Alien Temporary,"Korea, Republic of",NA,N,85 - 89.9,85,,,,1200,730,470,520,6,1200,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
F15_329,F15,pre,I consent.,1,3,2,5,5,1,19,Asian,1,0,New,Native,United States,NA,Y,95 - 100,99,,5,,1300,640,660,610,10,1300,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
F15_363,F15,pre,I consent.,1,3,2,3,3,3,19,Asian,1,1,New,Native,United States,NA,Y,90 - 94.9,93,,7,,1330,740,590,580,9,1330,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,
F15_187,F15,pre,I consent.,3,3,3,2,2,0,18,Asian,1,0,New,Native,United States,NA,Y,85 - 89.9,89,,4,,1320,710,610,600,9,1320,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,
F15_085,F15,pre,I consent.,2,3,2,4,5,0,19,Asian,1,1,New,Naturalized,Unknown,NA,Y,90 - 94.9,93,,4,,1380,720,660,700,8,1380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
